x,y,z,l,w,h,r
1.4,1.75,4.75,-12.3,2.04,53.65,1.58
1.59,1.73,4.26,15.45,1.69,27.64,-3.11
1.51,1.69,4.15,1.47,1.65,18.89,0.1
1.43,1.69,3.42,-10.31,2.0,20.41,0.12
1.58,1.72,3.95,27.64,1.56,32.78,-3.07
1.42,1.68,3.93,-22.38,1.58,51.55,-1.56
2.48,1.81,4.73,-28.45,1.48,53.06,-1.56
1.62,1.63,4.5,-0.58,1.55,27.44,-1.58
1.58,1.65,3.91,-3.21,1.64,5.87,-1.57
1.47,1.57,4.09,2.83,1.58,6.59,-1.57
1.43,1.63,4.39,-3.94,1.72,15.76,1.57
1.45,1.58,3.53,2.51,1.57,14.72,-1.57
1.46,1.67,4.4,2.25,1.6,25.52,-1.56
1.8,1.62,3.7,-6.69,1.9,32.36,3.11
1.55,1.64,3.7,-5.36,1.8,69.29,1.55
1.6,1.76,3.84,-0.15,1.21,24.63,-1.57
1.78,1.81,4.32,-4.49,1.66,3.49,-1.57
1.45,1.61,4.3,-8.45,1.53,15.15,-1.57
1.45,1.67,3.88,-4.81,1.46,16.36,-1.58
1.63,1.67,3.92,-4.35,1.12,38.63,-1.58
1.58,1.64,3.96,-12.82,1.57,17.78,-1.57
1.6,1.66,4.49,-14.32,2.03,57.78,2.25
1.78,1.67,3.85,-5.81,1.75,65.4,2.94
1.59,1.76,4.18,-10.65,1.94,69.46,2.86
1.6,1.57,3.23,2.35,1.53,8.03,-0.58
1.57,1.5,3.68,6.17,1.47,10.24,2.58
1.47,1.6,3.66,12.26,1.6,13.9,-0.55
1.65,1.67,3.64,-0.49,1.8,46.94,-1.59
1.44,1.62,4.02,-8.84,1.95,11.95,1.53
1.68,1.67,3.87,-9.59,2.03,36.0,1.51
1.61,1.51,4.5,-3.88,1.9,59.21,-1.59
1.49,1.88,4.41,-15.75,2.22,53.34,1.62
1.86,1.57,3.83,-5.43,2.23,18.6,1.55
1.4,1.61,3.77,2.95,1.49,3.07,-1.57
1.41,1.57,3.16,2.93,1.49,9.26,-1.51
1.53,1.56,3.58,-6.03,2.04,13.79,1.59
1.42,1.54,3.5,-6.28,2.19,36.43,1.56
1.51,1.75,3.78,2.89,1.75,40.0,-1.57
1.36,1.51,4.02,-6.25,2.2,42.06,1.58
1.4,1.6,3.97,-23.45,3.14,44.11,-1.57
1.49,1.7,4.51,-20.83,2.96,43.53,-1.57
1.5,1.56,4.45,-18.26,2.97,43.73,-1.57
1.41,1.59,4.47,-3.61,1.88,21.89,1.44
1.66,1.73,3.05,-0.78,1.84,32.76,-1.58
1.47,1.71,4.36,-13.0,2.4,29.91,1.54
1.52,1.71,3.89,-13.52,2.43,47.12,1.58
1.51,1.75,3.78,2.84,1.56,0.83,-1.57
1.74,1.65,4.11,-6.15,1.91,11.1,1.57
1.41,1.76,4.4,-3.98,1.79,35.1,1.59
1.61,1.64,4.0,-6.46,1.85,17.59,1.58
1.43,1.7,3.74,-6.79,1.98,28.59,1.56
1.55,1.66,4.15,2.3,1.72,50.35,-1.57
1.47,1.7,4.65,7.86,1.16,43.23,3.13
1.91,1.81,4.33,7.86,1.18,46.35,-3.13
1.65,1.67,3.64,-0.89,1.95,31.99,-1.6
1.45,1.62,3.77,-8.25,1.85,9.69,1.55
1.53,1.46,4.18,-8.44,2.04,18.98,1.55
1.59,1.57,3.39,-8.73,2.07,29.54,1.53
1.35,1.63,4.1,-8.99,2.25,41.39,1.56
1.65,1.67,3.64,-0.68,1.83,48.45,-1.59
1.67,1.72,4.02,-8.95,1.85,31.45,1.56
1.48,1.71,4.65,-6.32,1.85,16.91,-1.53
2.04,1.66,4.62,-9.46,1.91,17.37,-1.47
1.42,1.64,3.95,-2.32,1.46,23.27,-1.53
1.51,1.72,4.5,7.18,1.55,16.93,-1.54
1.7,1.8,4.5,3.98,1.34,34.08,-1.47
1.64,1.73,4.43,9.59,1.48,17.24,-1.51
1.38,1.8,4.49,12.24,1.44,16.7,-1.5
1.53,1.61,4.73,-15.0,2.06,17.95,-1.5
1.74,1.65,4.18,-4.21,1.64,5.06,1.51
1.64,1.45,3.48,-3.16,1.62,11.93,1.74
1.61,1.68,4.04,3.36,1.63,6.14,-1.52
1.52,1.58,4.28,3.65,1.67,11.59,-1.44
1.54,1.64,4.08,1.19,1.61,22.72,1.99
1.5,1.6,4.17,4.43,1.34,36.71,1.92
1.6,1.76,3.84,-0.7,1.08,33.27,-1.59
1.4,1.66,4.07,-8.42,1.58,8.8,-1.57
1.35,1.57,3.72,-4.4,1.51,10.34,-1.57
1.44,1.58,3.66,-8.87,1.44,18.3,-1.57
1.49,1.64,3.95,-5.24,1.39,18.34,-1.57
1.78,1.81,4.32,-5.25,1.05,45.78,-1.59
1.44,1.52,3.5,-8.32,1.92,25.63,3.12
1.59,1.52,3.47,-8.38,1.88,31.04,3.14
1.58,1.55,3.59,-8.35,1.86,33.94,-3.13
1.51,1.53,3.38,2.28,1.75,23.32,-1.78
1.39,1.54,3.42,-0.88,1.87,37.93,-1.93
1.53,1.54,3.54,6.72,1.68,15.72,-2.95
1.5,1.7,3.72,11.56,1.59,14.89,-2.97
1.56,1.39,3.73,-4.08,2.07,52.93,2.37
1.56,1.67,3.78,2.04,1.84,49.77,-0.77
1.61,1.57,3.35,-9.37,1.79,16.89,3.13
1.79,1.72,4.35,3.83,1.43,31.09,1.47
1.45,1.49,4.07,-3.94,1.74,31.92,1.49
1.47,1.74,4.26,-8.27,1.92,28.91,3.09
1.44,1.64,3.78,-3.03,1.57,13.3,1.68
1.77,1.71,4.28,-2.52,1.61,17.6,1.68
1.45,1.71,3.93,5.18,1.42,25.97,-1.53
1.73,1.65,3.96,-1.62,1.53,26.83,1.67
1.78,1.89,4.37,5.57,1.38,32.13,-1.52
1.68,1.51,3.29,-1.14,1.43,31.78,1.66
1.52,1.64,4.41,3.65,1.51,6.97,-1.59
1.85,1.68,4.11,-12.27,1.59,18.77,1.66
1.49,1.58,3.84,-9.08,1.18,49.33,1.72
1.54,1.57,3.52,3.36,1.37,18.95,-1.44
1.5,1.63,3.57,3.65,1.36,23.88,-1.55
1.47,1.59,3.64,3.61,1.31,29.9,-1.51
1.49,1.74,4.09,3.81,1.27,35.05,-1.52
1.44,1.58,3.28,3.93,1.11,46.43,-1.53
1.5,1.78,3.69,-3.16,1.67,3.35,-1.56
1.51,1.75,4.45,-8.43,1.17,37.95,1.34
1.63,1.78,4.54,-16.19,1.07,62.41,1.55
1.66,1.57,5.04,-23.38,1.41,26.23,2.24
1.49,1.46,3.84,-2.58,1.33,37.05,2.96
2.21,1.76,4.11,10.17,1.1,51.68,1.41
1.75,1.57,4.07,12.66,0.95,53.04,-1.79
1.54,1.71,5.03,15.77,0.81,53.01,-1.76
1.68,1.63,3.9,-3.18,1.71,6.59,1.51
1.65,1.75,3.39,-16.55,2.54,50.31,1.11
1.47,1.7,4.39,-4.51,1.78,20.28,1.43
1.73,1.65,3.7,-4.41,1.81,6.1,1.56
1.54,1.66,3.79,2.98,1.56,8.58,-1.57
1.68,1.63,3.94,-4.32,1.91,11.54,1.56
1.48,1.64,4.15,3.06,1.61,14.63,-1.62
1.78,1.59,4.33,2.85,1.7,29.73,-1.57
1.53,1.57,3.87,2.67,1.73,31.72,1.53
1.45,1.61,3.34,2.0,1.87,43.83,-1.61
1.34,1.69,3.6,-6.03,2.16,46.37,-1.79
1.69,1.59,3.77,0.83,1.99,50.73,-1.84
1.49,1.71,3.58,-1.56,2.21,62.94,-1.8
1.37,1.56,4.19,6.77,3.18,39.53,-0.6
1.65,1.67,3.64,-1.13,1.58,43.81,-1.59
1.42,1.75,3.45,-3.26,1.71,30.86,1.61
1.48,1.71,4.65,-2.74,1.87,16.06,-1.31
2.04,1.66,4.62,-5.75,1.94,17.17,-1.27
1.42,1.64,3.95,2.34,1.45,21.37,-1.36
1.51,1.72,4.5,10.51,1.58,13.28,-1.32
1.7,1.8,4.5,10.89,1.38,30.78,-1.27
1.64,1.73,4.43,12.94,1.45,13.17,-1.29
1.53,1.61,4.73,-11.11,2.12,18.9,-1.3
1.4,1.56,3.48,-15.47,2.17,20.26,-1.37
1.61,1.66,3.2,-0.69,1.59,24.5,-1.59
1.4,1.51,3.7,-7.9,1.46,71.87,1.55
1.39,1.59,3.17,-1.65,1.71,11.93,-1.07
1.46,1.55,4.28,-3.52,1.83,13.5,-1.04
1.49,1.66,4.16,-9.93,2.07,17.03,-1.08
1.85,1.68,4.34,-14.41,2.2,18.93,2.03
1.51,1.56,3.81,3.0,1.79,15.95,-1.57
1.57,1.68,3.83,2.99,1.78,21.17,-1.59
1.52,1.5,3.85,-3.32,1.8,33.38,1.5
1.62,1.6,4.18,-23.74,2.41,29.2,1.6
1.48,1.35,3.93,-23.85,2.46,36.07,1.64
1.5,1.62,4.08,-23.9,2.37,40.88,1.58
1.65,1.57,3.82,-23.9,2.5,46.56,1.57
1.37,1.36,4.44,-23.95,2.47,51.5,1.57
1.56,1.65,3.69,0.49,1.59,8.47,-1.56
1.49,1.63,4.16,4.38,1.46,4.72,-0.79
1.54,1.72,3.88,5.09,1.43,22.39,-0.76
1.52,1.49,3.46,5.15,1.49,33.31,-0.78
1.39,1.61,3.65,4.97,1.42,39.79,-0.75
1.45,1.58,3.42,-2.63,1.6,66.28,1.72
1.34,1.57,4.01,-10.33,1.85,16.85,1.58
1.45,1.65,4.63,-9.85,1.82,33.18,1.62
1.81,1.59,3.93,-9.77,1.83,39.38,1.6
1.56,1.62,4.19,-8.92,1.73,49.92,1.72
1.42,1.67,4.53,-6.54,1.67,62.51,1.87
1.47,1.48,3.21,-14.41,1.68,31.66,1.74
1.47,1.78,4.34,-20.24,1.81,43.0,1.9
1.45,1.6,4.23,4.22,1.58,18.61,-0.02
1.48,1.72,3.99,3.96,1.8,40.76,-3.1
1.39,1.59,3.17,-6.75,1.9,15.24,-1.47
1.46,1.55,4.28,-9.01,2.04,16.06,-1.38
1.49,1.66,4.16,-16.2,2.43,17.14,-1.43
1.65,1.67,3.64,-0.45,1.75,48.34,-1.59
1.67,1.72,4.02,-8.59,1.84,10.62,1.53
1.66,1.73,3.05,0.17,1.68,10.93,-1.57
1.52,1.76,4.1,13.6,0.39,20.63,3.07
1.5,1.78,3.69,-3.73,1.18,34.69,-1.58
1.44,1.65,4.26,5.54,1.61,6.74,-0.07
1.77,1.69,3.82,5.69,1.63,9.12,-0.04
1.49,1.59,4.44,-7.19,1.74,16.52,3.11
1.48,1.63,4.1,-6.82,1.78,19.06,-3.14
1.52,1.48,3.23,-7.33,1.76,24.29,0.03
1.41,1.56,4.08,1.82,1.63,22.37,-1.63
1.52,1.64,3.65,-7.3,1.74,33.68,0.07
1.43,1.58,3.37,1.37,1.53,37.41,-1.59
1.49,1.65,4.06,2.77,1.68,4.36,-1.57
1.48,1.58,3.98,-3.09,1.8,4.33,-1.56
1.44,1.56,3.76,2.82,1.66,9.6,-1.61
1.53,1.56,3.68,2.61,1.69,14.76,-1.62
1.48,1.54,4.05,-2.85,1.75,17.25,-1.6
1.48,1.67,4.3,-2.86,1.7,28.2,1.55
1.46,1.54,3.62,2.45,1.62,37.74,-1.57
1.52,1.57,4.42,-3.0,1.65,55.04,1.56
1.36,1.56,3.53,-7.3,1.71,7.9,3.06
1.53,1.63,3.4,-7.75,1.74,10.24,3.03
1.55,1.57,3.51,2.86,1.23,26.33,-0.13
1.47,1.74,3.88,3.83,1.37,15.6,-0.14
1.68,1.67,3.79,-8.61,1.67,16.12,-0.16
1.43,1.6,4.04,-8.74,1.63,18.64,3.03
1.53,1.72,4.15,-9.09,1.69,21.47,-0.06
1.52,1.57,4.01,-9.31,1.49,26.51,3.0
1.66,1.66,3.98,-13.68,1.11,64.43,-2.11
1.48,1.79,4.15,-17.54,2.89,62.18,1.56
1.51,1.86,3.91,-13.57,2.0,55.51,1.6
1.66,1.73,3.05,0.14,1.77,16.24,-1.57
1.48,1.71,4.65,-8.75,1.84,17.37,-1.65
2.04,1.66,4.62,-11.97,1.92,17.34,-1.6
1.42,1.64,3.95,-5.72,1.4,24.15,-1.67
1.51,1.72,4.5,4.58,1.52,19.2,-1.67
1.7,1.8,4.5,-0.95,1.22,35.74,-1.61
1.64,1.73,4.43,6.94,1.42,19.82,-1.63
1.38,1.8,4.49,9.6,1.39,19.74,-1.64
1.41,1.54,3.36,-3.1,1.57,7.8,-1.57
1.52,1.67,4.38,-1.26,1.33,17.72,-1.61
1.56,1.59,3.65,-2.19,1.24,24.07,-1.54
1.48,1.47,2.23,0.66,1.04,29.26,-1.57
1.42,1.44,3.19,-6.34,1.14,34.07,1.63
1.72,1.63,3.54,-20.93,1.54,32.49,-1.59
1.52,1.5,3.51,-20.94,1.61,43.42,-1.54
1.62,1.63,4.5,-0.81,1.68,33.39,-1.59
1.51,1.55,3.92,-3.58,1.89,9.19,1.57
1.47,1.56,3.16,2.97,1.6,3.27,-1.58
1.48,1.56,3.62,2.61,1.62,7.94,-1.61
1.39,1.54,4.6,2.58,1.59,13.93,-1.63
1.4,1.62,4.26,-3.77,1.91,14.95,1.58
1.46,1.52,3.48,-4.07,1.93,20.57,1.53
1.39,1.6,3.8,-3.9,1.93,25.05,1.56
1.46,1.6,4.52,2.83,1.74,20.26,-1.6
1.48,1.56,3.46,2.86,1.75,25.54,-1.6
2.05,1.8,3.95,12.55,1.46,32.9,-2.98
1.51,1.53,3.38,2.36,1.91,46.77,-1.74
1.56,1.39,3.73,-3.67,2.49,76.69,2.42
1.61,1.66,3.2,0.21,1.74,22.16,-1.54
1.43,1.5,3.38,3.69,1.58,30.74,-1.56
1.41,1.69,4.1,19.58,1.2,38.8,-1.54
1.8,1.67,3.62,19.42,1.22,33.15,-1.54
1.6,1.76,3.84,-0.66,1.13,32.71,-1.59
1.35,1.57,3.72,-4.37,1.56,7.68,-1.57
1.44,1.58,3.66,-8.85,1.47,15.61,-1.57
1.49,1.64,3.95,-5.21,1.44,15.63,-1.57
1.31,1.34,3.44,-8.83,1.27,31.66,-1.57
1.78,1.81,4.32,-5.21,1.07,43.06,-1.59
1.45,1.6,3.96,-11.94,1.35,25.36,-1.57
1.26,1.6,3.56,-4.7,2.59,70.44,-1.66
1.6,1.76,3.84,-0.45,1.29,25.48,-1.59
1.36,1.62,3.99,-3.75,1.54,9.63,-1.59
1.4,1.46,3.84,-8.06,1.26,26.48,-1.57
1.5,1.57,3.63,-12.33,1.07,36.18,-1.58
1.3,1.61,4.39,-3.65,1.02,44.44,-1.61
1.52,1.76,4.1,13.73,0.44,16.36,3.08
1.5,1.78,3.69,-3.67,1.21,30.46,-1.58
1.55,1.81,4.39,23.76,-0.57,46.7,-0.01
1.66,1.73,3.05,0.18,1.56,27.81,-1.57
1.7,1.53,3.82,-3.52,1.97,2.69,1.54
1.5,1.53,3.38,-3.5,2.03,13.2,1.54
1.52,1.54,3.56,-3.87,2.1,19.88,1.58
1.56,1.56,3.6,-3.19,2.01,27.16,1.75
1.56,1.71,4.5,-8.14,2.04,12.88,-0.02
1.44,1.52,3.5,-7.84,2.26,47.81,3.13
1.49,1.64,4.17,2.21,1.57,14.76,-1.63
1.44,1.65,4.25,-3.45,1.6,5.77,-1.63
1.47,1.58,3.55,-9.15,1.93,18.23,-3.13
1.6,1.75,3.89,-3.26,1.64,28.27,-1.63
1.59,1.64,4.03,1.92,1.75,27.22,-1.67
1.46,1.56,3.21,-3.75,1.86,41.81,-1.54
1.83,1.75,4.52,1.47,1.72,44.22,-1.55
1.66,1.73,3.05,0.2,1.66,9.33,-1.57
1.47,1.72,4.39,-11.68,1.96,50.83,1.57
1.66,1.73,3.05,-1.15,1.8,58.61,-1.57
1.52,1.76,3.66,-14.78,2.11,22.7,1.56
1.46,1.67,4.92,-5.26,1.79,9.17,1.57
1.42,1.73,4.41,-4.4,1.74,27.62,1.66
1.51,1.84,4.1,3.41,1.58,29.54,-1.51
1.76,1.77,4.41,3.96,1.32,68.27,1.93
1.42,1.75,3.45,-3.83,1.68,11.93,1.58
1.42,1.78,3.62,-4.99,1.45,18.11,1.62
1.55,1.57,3.64,6.46,1.7,41.1,-1.42
1.55,1.88,4.59,-14.14,2.43,66.48,1.56
1.26,1.6,3.56,-1.13,1.42,58.59,-1.6
1.37,1.63,3.57,-3.8,1.4,69.91,-1.6
1.65,1.67,3.64,-0.25,1.77,37.56,-1.59
1.35,1.63,4.1,-7.88,1.79,20.76,1.6
1.49,1.68,4.08,1.41,0.81,31.02,1.67
1.42,1.74,4.24,-3.58,2.33,47.94,1.56
1.33,1.56,3.49,-5.29,1.76,14.78,1.53
1.47,1.72,4.33,-9.08,1.89,10.26,1.47
1.31,1.6,4.09,-9.32,1.86,15.91,1.47
1.43,1.58,3.66,-10.01,1.96,22.83,1.77
1.37,1.56,3.54,3.47,1.57,38.91,-1.44
1.52,1.64,3.65,-5.41,1.75,14.19,0.12
1.43,1.58,3.37,3.56,1.77,17.33,-1.53
1.41,1.53,4.11,-6.02,1.65,21.0,3.13
1.46,1.57,3.6,-5.71,1.77,26.43,-3.14
1.62,1.61,3.55,3.81,1.81,22.32,-1.54
1.39,1.51,3.4,4.4,1.87,35.71,-1.59
1.48,1.49,3.38,-4.51,1.89,33.6,0.07
1.48,1.79,4.15,-17.1,2.82,48.35,1.57
1.73,1.83,4.16,4.94,1.61,12.58,0.18
1.55,1.66,3.37,-13.22,1.69,16.21,0.16
1.57,1.65,4.09,0.93,1.64,13.67,0.22
2.25,1.94,6.67,-10.72,1.44,10.71,0.09
1.4,1.5,3.72,3.18,1.56,3.33,-1.61
1.52,1.64,4.41,3.73,1.52,9.22,-1.58
1.85,1.68,4.11,-11.91,1.5,23.22,1.68
1.49,1.58,3.84,-8.14,1.28,54.37,1.72
1.54,1.57,3.52,3.56,1.35,21.23,-1.43
1.5,1.63,3.57,3.9,1.41,26.21,-1.54
1.47,1.59,3.64,4.04,1.38,32.14,-1.5
1.44,1.58,3.28,4.43,1.24,48.72,-1.52
1.36,1.69,3.38,0.36,1.37,21.74,-1.56
1.4,1.6,3.55,-4.13,1.5,12.13,-2.52
1.46,1.49,3.4,-4.64,1.35,20.22,-2.35
1.43,1.62,3.47,-4.41,1.33,23.21,-2.42
1.37,1.55,3.96,-4.47,1.21,30.88,-2.39
1.41,1.61,3.71,4.12,1.61,7.97,-1.58
1.36,1.59,3.85,4.06,1.57,13.3,-1.57
1.72,1.79,3.94,4.2,1.51,18.6,-1.58
1.7,1.77,4.06,9.56,1.43,30.31,-0.1
1.41,1.58,3.9,-7.99,1.44,10.25,1.67
1.44,1.58,3.25,-8.14,1.38,15.61,1.78
1.52,1.67,3.61,0.45,1.24,35.52,-1.54
1.45,1.47,3.52,-8.3,1.36,20.04,1.54
1.53,1.53,3.45,-14.09,1.42,15.6,1.56
1.62,1.86,4.31,-12.77,1.98,15.87,1.57
1.67,1.82,4.42,-19.37,2.24,42.87,1.6
1.63,1.87,3.47,-16.03,2.08,54.66,1.6
1.78,1.72,4.0,-15.39,2.29,18.96,1.15
1.48,1.65,3.6,-18.33,2.55,25.39,1.24
1.48,1.61,3.61,1.87,2.05,35.17,1.91
1.56,1.65,3.69,0.45,1.61,10.7,-1.56
1.49,1.63,4.16,4.43,1.45,7.13,-0.79
1.54,1.72,3.88,5.06,1.48,24.75,-0.73
1.52,1.49,3.46,5.04,1.56,35.68,-0.81
1.39,1.61,3.65,4.84,1.49,42.21,-0.75
1.63,1.58,4.2,-10.64,1.85,12.27,1.57
1.34,1.57,4.01,-10.36,1.88,19.15,1.58
1.45,1.65,4.63,-9.95,1.86,35.65,1.64
1.81,1.59,3.93,-9.85,1.91,41.79,1.59
1.56,1.62,4.19,-8.96,1.8,52.2,1.72
1.42,1.67,4.53,-6.69,1.75,64.82,1.87
1.47,1.48,3.21,-14.46,1.73,34.09,1.76
1.52,1.76,4.1,13.68,0.09,29.52,3.08
1.5,1.78,3.69,-3.69,1.05,43.53,-1.58
1.41,1.58,4.36,2.78,1.64,11.96,-1.58
1.69,1.76,4.12,3.48,1.54,8.86,0.11
1.57,1.54,3.22,2.82,1.69,26.24,-1.6
1.74,1.6,3.86,2.49,1.83,31.16,-1.61
1.86,1.57,3.83,-4.72,1.53,68.41,1.57
1.56,1.65,3.69,0.1,1.69,28.06,-1.58
1.63,1.61,3.96,4.35,1.53,4.68,-0.72
1.49,1.63,3.36,4.61,1.53,8.37,-0.73
1.41,1.6,4.09,4.66,1.5,11.98,-0.71
1.37,1.64,3.92,-7.38,1.81,46.08,1.58
1.38,1.47,3.62,-6.46,1.78,14.26,1.55
1.49,1.59,4.09,4.48,1.43,22.75,-0.71
1.4,1.63,4.05,4.04,1.42,29.45,-0.8
1.67,1.68,4.49,-11.32,1.72,50.15,1.59
1.63,1.58,4.2,-11.37,1.79,56.61,1.6
1.45,1.65,4.63,-10.9,1.81,79.45,1.62
1.47,1.29,2.95,-15.44,1.67,57.87,1.56
1.43,1.55,3.91,19.3,1.95,32.25,-1.01
1.42,1.75,3.45,1.81,1.66,75.1,1.71
1.48,1.51,4.35,6.49,1.65,18.13,2.28
1.46,1.74,3.99,27.87,1.57,38.4,2.28
1.42,1.68,4.29,10.11,1.71,22.36,2.28
1.36,1.4,3.8,15.27,1.65,28.19,2.29
1.44,1.65,2.96,24.28,1.68,38.49,2.21
1.73,1.83,4.16,6.02,1.61,12.36,0.18
1.55,1.66,3.37,-12.12,1.69,16.02,0.16
1.48,1.71,4.65,-7.22,1.87,17.02,-1.58
2.04,1.66,4.62,-10.37,1.95,17.32,-1.51
1.42,1.64,3.95,-3.58,1.45,23.56,-1.58
1.51,1.72,4.5,6.27,1.54,17.7,-1.6
1.7,1.8,4.5,2.31,1.33,34.63,-1.51
1.64,1.73,4.43,8.67,1.48,18.14,-1.56
1.38,1.8,4.49,11.3,1.37,17.74,-1.57
1.53,1.61,4.73,-15.87,2.08,17.64,-1.53
1.61,1.66,3.2,1.15,1.68,24.32,-1.52
1.44,1.61,3.66,-4.12,1.68,3.49,1.57
1.41,1.53,3.37,-6.81,1.77,8.33,1.56
1.65,1.67,3.64,11.99,1.79,16.25,-0.76
1.59,1.55,3.93,0.96,1.79,16.34,2.39
1.47,1.57,4.24,9.56,1.79,24.59,2.38
1.4,1.68,4.45,18.02,1.88,32.63,2.38
1.45,1.62,3.77,23.71,1.96,37.33,2.38
1.5,1.61,4.07,26.61,1.95,29.77,-0.76
1.91,1.65,4.4,-1.53,1.13,34.4,-1.69
1.58,1.64,3.88,-18.19,1.93,62.32,1.62
1.91,1.65,4.4,-2.2,1.04,30.68,-1.71
2.21,1.76,4.11,-9.36,1.28,39.0,1.01
1.75,1.57,4.07,-7.59,1.26,41.2,-2.19
1.54,1.71,5.03,-4.66,1.06,42.42,-2.16
1.53,1.41,3.4,6.5,0.83,48.39,-2.1
1.69,1.61,3.36,9.73,0.8,50.36,-2.22
1.44,1.62,4.26,12.91,0.88,54.37,-2.24
1.48,1.61,2.86,15.24,0.88,54.78,-2.14
1.41,1.5,3.48,17.32,0.91,55.51,-2.1
1.48,1.48,4.41,19.58,0.76,56.36,1.09
1.5,1.67,3.84,26.9,0.6,60.89,0.88
1.41,1.57,3.36,29.39,0.56,62.17,0.95
1.42,1.46,3.63,-2.9,1.71,2.4,1.6
1.43,1.66,4.19,-2.75,1.72,7.22,1.59
1.58,1.71,3.75,3.23,1.6,6.53,-1.38
1.7,1.5,3.34,-2.95,1.64,17.11,1.61
1.48,1.71,3.93,-3.12,1.68,22.03,1.14
1.6,1.75,4.63,10.25,0.57,53.2,-0.3
1.51,1.58,3.31,4.57,1.59,10.79,-1.06
1.61,1.6,3.11,7.05,1.45,14.75,-0.8
1.79,1.69,4.72,7.93,1.42,26.18,-2.83
1.57,1.65,3.35,16.16,1.35,19.12,-0.37
1.43,1.7,3.95,18.59,1.12,28.41,2.8
1.26,1.6,3.56,-3.98,2.48,71.01,-1.64
1.55,1.63,3.32,0.09,1.49,7.03,-1.57
1.37,1.82,3.96,-15.54,2.28,52.89,1.56
1.38,1.79,2.94,-18.44,2.48,51.99,1.59
1.4,1.75,4.75,-12.32,2.08,53.61,1.58
1.59,1.73,4.26,15.45,1.69,27.59,-3.1
1.53,1.85,4.27,-13.84,2.26,34.41,-2.95
1.5,1.59,3.6,-9.63,1.39,10.15,0.66
1.5,1.7,4.45,-43.58,1.25,52.35,-3.1
1.51,1.6,3.24,3.74,1.66,7.01,-1.56
1.45,1.74,4.1,4.0,1.67,12.41,-1.51
1.54,1.68,3.79,-3.48,1.75,13.24,1.59
1.49,1.52,3.35,-3.19,1.83,18.72,1.62
1.53,1.65,4.37,4.14,1.75,19.27,-1.55
1.74,1.65,4.18,-3.02,1.93,26.26,1.61
1.64,1.45,3.48,-1.27,1.93,32.99,1.88
1.61,1.68,4.04,4.72,1.84,26.73,-1.38
1.54,1.64,4.08,4.24,1.86,43.31,2.12
1.58,1.6,4.11,-3.79,1.74,10.23,1.59
1.52,1.55,3.79,-3.61,1.84,31.25,1.56
1.48,1.62,3.21,-3.64,1.99,55.43,1.58
1.92,1.58,3.93,-20.76,2.34,74.25,1.58
1.62,1.63,4.5,0.02,1.83,29.93,-1.58
1.45,1.59,4.28,-0.05,1.65,81.66,1.81
1.43,1.59,4.21,11.41,1.48,70.19,-1.36
1.63,1.78,4.13,-13.43,2.7,52.95,1.58
1.61,1.66,3.2,0.06,1.77,21.4,-1.54
1.47,1.53,4.21,-6.87,1.74,30.73,3.07
1.64,1.62,4.2,2.47,1.74,27.78,-1.61
1.35,1.47,3.43,-2.69,1.72,24.02,1.58
1.48,1.61,4.24,-6.6,1.66,15.11,3.05
1.5,1.8,3.88,-6.57,1.74,12.71,-0.02
1.51,1.55,3.72,-5.95,1.73,8.98,0.05
1.58,1.66,4.21,-5.99,1.7,6.22,-0.04
1.27,1.58,4.03,2.8,1.66,9.34,-1.58
1.49,1.88,4.41,-16.08,2.04,30.72,1.58
1.48,1.61,3.39,-13.4,1.95,53.7,1.58
1.44,1.79,4.32,-16.38,2.1,54.57,1.63
1.43,1.55,3.91,-1.07,1.72,31.55,-1.55
1.51,1.69,4.42,5.36,1.54,5.52,0.15
1.44,1.58,3.35,-5.23,1.54,38.13,1.63
1.38,1.67,4.37,-5.51,1.7,4.6,3.14
1.42,1.41,4.3,6.07,1.45,10.43,0.03
1.48,1.36,3.51,9.8,1.62,46.0,-2.02
1.58,1.65,3.91,-2.75,1.85,45.25,-1.54
1.49,1.76,4.01,-15.71,2.16,38.26,1.57
1.38,1.8,3.41,-15.89,2.23,51.17,1.58
1.65,1.67,3.81,-3.18,1.8,9.19,-1.6
1.52,1.51,3.1,3.19,1.54,5.35,-1.59
1.53,1.58,3.53,2.89,1.6,10.06,-1.62
1.46,1.6,3.71,2.72,1.47,23.36,-1.55
1.58,1.65,3.91,-4.42,1.58,72.62,-1.55
1.42,1.66,4.11,-2.99,1.86,26.77,1.57
1.97,1.87,4.53,-2.99,1.38,72.26,1.55
1.33,1.72,3.63,-16.46,2.33,31.39,1.6
1.56,1.7,4.35,-15.35,2.32,47.24,1.62
1.6,1.79,3.91,-13.63,2.37,61.31,1.59
1.53,1.59,3.64,-3.59,1.52,53.72,-1.73
1.42,1.6,3.78,2.36,1.58,2.79,1.53
1.57,1.65,4.1,-1.46,1.71,8.43,1.98
1.36,1.69,3.38,0.21,1.43,22.06,-1.59
1.45,1.61,3.96,-5.73,1.64,8.86,-2.53
1.36,1.57,3.73,-5.43,1.63,11.76,-2.47
1.48,1.57,3.48,-6.06,1.57,19.65,0.79
1.25,1.74,3.66,-2.37,1.55,17.35,-1.56
1.37,1.52,3.3,-5.89,1.49,29.48,0.71
1.46,1.72,3.95,2.9,1.51,12.96,-1.56
1.32,1.7,4.04,2.88,1.46,17.8,-1.57
